【#浙江宁波新增7例确诊#】浙江省宁波市通报：今天上午，宁波市北仑区通报1例新冠肺炎确诊病例以来，北仑区启动了大规模核酸检测工作。截至22时，北仑区又检出阳性感染者6例，均为在封控区内主动筛查发现，已被诊断为新冠肺炎确诊病例（轻型）。至此，宁波北仑本轮疫情已累计报告7例确诊病例。​展开全文c,国家应急广播,01月01日22:56 来自微博weibo.com,https://weibo.com/3349909324?refer_flag=1001030103_,4720963998454097,3349909324,刚才不是还6吗。怎么变7了,2022-01-01 22:58:21,995未来可期
【金华：与杭州病例活动轨迹有时空交集的人员，立即报备】来自“金华发布”1月26日的消息称——1月26日，杭州市报告1例新冠肺炎确诊病例。为有序高效做好金华市疫情防控工作，金华市疾控中心提醒市民，请与病例活动轨迹有时空交集的人员立即向所在社区(村)报告，并积极配合开展核酸检测和相应的管控​展开全文c,钱江晚报,01月26日22:45 来自微博weibo.com,https://weibo.com/1700720163?refer_flag=1001030103_,4730020839294159,1700720163,留杭补贴能不能再让大伙申请一次啊，之前好多人都觉得杭州没啥问题都没去申请啊[笑cry],2022-01-26 23:12:21,煎饼果子爱米羹
Day149今天奇奇怪怪的想法比较多，比如：1.虽然我有好兄弟们，但是他们都是直的吗？我想要一个弯的当姐妹！！！2.小鬼在舞台真的很有魅力！《别叫我达芬奇》略微有亿点点上头！所以我们什么时候可以放肆去看音乐节？这破烂新冠疫情什么时候可以结束！！3.虽然《开端》锅姨很吓人，但是我对她的好​展开全文c,隔云见月,01月26日22:44 来自OPPOReno5K5G,https://weibo.com/7426078108?refer_flag=1001030103_,4730020684108287,7426078108,1.我觉得你可以先给你的兄弟做个榜样2.小鬼笑着唱情歌真的好上头！！3.锅姨辣么可爱，怎么能说她吓人呢！她还给王兴德比心呢,01月28日 23:34,考试都会过去的
Day149今天奇奇怪怪的想法比较多，比如：1.虽然我有好兄弟们，但是他们都是直的吗？我想要一个弯的当姐妹！！！2.小鬼在舞台真的很有魅力！《别叫我达芬奇》略微有亿点点上头！所以我们什么时候可以放肆去看音乐节？这破烂新冠疫情什么时候可以结束！！3.虽然《开端》锅姨很吓人，但是我对她的好​展开全文c,隔云见月,01月26日22:44 来自OPPOReno5K5G,https://weibo.com/7426078108?refer_flag=1001030103_,4730020684108287,7426078108,1.  我觉得你可以先给你的兄弟做个榜样[喵喵] 2. 小鬼笑着唱情歌真的好上头！！ 3. 锅姨辣么可爱，怎么能说她吓人呢！她还给王兴德比心呢[喵喵],2022-01-28 23:34:26,考试都会过去的
李何燕京新冠疫情到目前为止，李嘉诚是捐款最多的华人！​,8888888888888888888888888888Li,01月27日22:59 来自李何燕京超话,https://weibo.com/7532185772?refer_flag=1001030103_,4730386884330373,7532185772,回复@用户7346412771的表态:,01月28日 22:38,8888888888888888888888888888Li
李何燕京新冠疫情到目前为止，李嘉诚是捐款最多的华人！​,8888888888888888888888888888Li,01月27日22:59 来自李何燕京超话,https://weibo.com/7532185772?refer_flag=1001030103_,4730386884330373,7532185772,回复@用户7346412771 的表态:[爱你],2022-01-28 22:38:50,8888888888888888888888888888Li
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,他们就这么狠，死了几十万都咬着我们不放，使劲泼脏水,01月27日 23:14,吃吃吃吃吃辣辣串
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,（Whatastupidsonofabitch）。,01月28日 06:39,山巅秀色
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,很好理解，美对病毒已经黔驴技穷无计可施，而中国却能全国团结一心，严控病毒的新增。冰火两重天，恼羞成怒而胡言乱语。,01月28日 02:46,偶然V博
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,霉国,01月27日 23:20,玫瑰刺Rosethorn
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,看，你们以后就会这个样子。,01月28日 08:12,JAMESIR蓝
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,以现在这个速度，等新冠彻底过去，美国死亡两百万保底,01月28日 13:15,科学文创郑军
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,回复@稀罕伊人的表态:,01月28日 09:03,偶然V博
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,根本的是种族竞争，种族歧视。,01月27日 23:48,湖西人家
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,转发微博,01月27日 23:22,搞笑冷门榜
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,他们就这么狠，死了几十万都咬着我们不放，使劲泼脏水[怒],2022-01-27 23:14:12,吃吃吃吃吃辣辣串
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,拜登已对美国媒体有最佳评价：（What a stupid son of a bitch）。,2022-01-28 06:39:40,山巅秀色
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,很好理解，美对病毒已经黔驴技穷无计可施，而中国却能全国团结一心，严控病毒的新增。冰火两重天，恼羞成怒而胡言乱语。,2022-01-28 02:46:35,偶然V博
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,霉国,2022-01-27 23:20:54,玫瑰刺Rosethorn
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,美国为了警告中国，不惜剜自己一刀说：看，你们以后就会这个样子。,2022-01-28 08:12:04,JAMESIR蓝
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,以现在这个速度，等新冠彻底过去，美国死亡两百万保底[摊手][摊手],2022-01-28 13:15:52,科学文创郑军
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,回复@稀罕伊人 的表态:[握手],2022-01-28 09:03:01,偶然V博
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,根本的是种族竞争，种族歧视。,2022-01-27 23:48:38,湖西人家
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,转发微博,2022-01-27 23:22:02,搞笑冷门榜
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,魔怔的小编[doge],2022-01-28 01:13:05,雨谢红尘
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,无耻的犹太人,2022-01-28 07:32:38,调皮小黄猫
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,美西方早就是抗疫失败国家，自己烂得不能再烂了，还………[哈哈][哈哈][哈哈],2022-01-27 23:39:10,知了1030
美国媒体每天变着法儿在念叨中国要输、要让中国输......各种奇谈怪论头都要看晕。。【为劝中国“躺平”，#美媒自揭伤疤美国死了86万人#……】86万美国人的生命因新冠疫情而丧失，但心如铁石的美国媒体依然不懂照镜反思，反而变本加厉地抹黑中国严防严控的努力。昨天（1月26日），《纽约时报》用一篇​展开全文c,何天恩,01月27日22:59 来自微博weibo.com,https://weibo.com/1861477054?refer_flag=1001030103_,4730386707645419,1861477054,和吸毒似的自我麻醉 嗨就是了[二哈],2022-01-28 00:01:02,黄瓜炸青汁
美媒称「中国应该学习西方，与新冠共存」#中国应该学习西方，与新冠共存##新冠疫情##美国媒体污蔑中国新冠防控#大家都说得很好，我额外强调两点。1.群体免疫和群体注射疫苗的结果是一样的，都是大家获得病毒的抵抗力。但是群体免疫的过程中，群众是真的感染病毒。会生病，会痛苦，会消耗大量医​展开全文c,伯光君,01月27日22:57 来自微博视频号,https://weibo.com/5685160384?refer_flag=1001030103_,4730386284546316,5685160384,这里面有一个主要问题，疫苗的有效性安全性是没有经过严格周期验证的，临时授权给医药公司，并不代表就相信这些产品最终的有效性，只是从简单逻辑推理和政治正确出发，所以就需要这些医药公司不断补充相关的数据,01月28日 16:56,绿茶铺子
美媒称「中国应该学习西方，与新冠共存」#中国应该学习西方，与新冠共存##新冠疫情##美国媒体污蔑中国新冠防控#大家都说得很好，我额外强调两点。1.群体免疫和群体注射疫苗的结果是一样的，都是大家获得病毒的抵抗力。但是群体免疫的过程中，群众是真的感染病毒。会生病，会痛苦，会消耗大量医​展开全文c,伯光君,01月27日22:57 来自微博视频号,https://weibo.com/5685160384?refer_flag=1001030103_,4730386284546316,5685160384,转发微博,01月27日 23:11,BabyTKing_ETH_BSC
美媒称「中国应该学习西方，与新冠共存」#中国应该学习西方，与新冠共存##新冠疫情##美国媒体污蔑中国新冠防控#大家都说得很好，我额外强调两点。1.群体免疫和群体注射疫苗的结果是一样的，都是大家获得病毒的抵抗力。但是群体免疫的过程中，群众是真的感染病毒。会生病，会痛苦，会消耗大量医​展开全文c,伯光君,01月27日22:57 来自微博视频号,https://weibo.com/5685160384?refer_flag=1001030103_,4730386284546316,5685160384,这里面有一个主要问题，疫苗的有效性安全性是没有经过严格周期验证的，临时授权给医药公司，并不代表就相信这些产品最终的有效性，只是从简单逻辑推理和政治正确出发，所以就需要这些医药公司不断补充相关的数据,2022-01-28 16:56:36,绿茶铺子
美媒称「中国应该学习西方，与新冠共存」#中国应该学习西方，与新冠共存##新冠疫情##美国媒体污蔑中国新冠防控#大家都说得很好，我额外强调两点。1.群体免疫和群体注射疫苗的结果是一样的，都是大家获得病毒的抵抗力。但是群体免疫的过程中，群众是真的感染病毒。会生病，会痛苦，会消耗大量医​展开全文c,伯光君,01月27日22:57 来自微博视频号,https://weibo.com/5685160384?refer_flag=1001030103_,4730386284546316,5685160384,转发微博,2022-01-27 23:11:15,BabyTKing_ETH_BSC
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,天津的同志们，你们是放心不下北京，还来一个返场吗？,01月28日 01:16,realsaya
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,死灰复燃了,01月28日 06:25,莲开上品-DL
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,冬奥，疫情防控，那北京昌平斯坦利关门不退费，都半年了，一点进展都没有，这个也涉及上千户家庭，什么时候解决？,01月28日 07:24,小鱼儿飞koala
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,转发微博,01月28日 13:33,皧篠篠hellokitty
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,天津的同志们，你们是放心不下北京，还来一个返场吗？[允悲][允悲],2022-01-28 01:16:27,realsaya
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,死灰复燃了,2022-01-28 06:25:05,莲开上品-DL
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,津南都喊买单了， 西青和河西都站起来要走了， “嘭“，河北又开了一瓶， 嘚！坐下接着喝……,2022-01-28 14:54:58,欣怡_39770
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,冬奥，疫情防控，那北京昌平斯坦利关门不退费，都半年了，一点进展都没有，这个也涉及上千户家庭，什么时候解决？,2022-01-28 07:24:06,小鱼儿飞koala
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,出现一例就高风险了吗？,2022-01-27 22:57:50,YuPerfect
【#天津河北区一地调整为高风险#】记者刚刚从市疫情防控指挥部获悉，根据我市当前疫情形势和防控工作需要，按照国务院应对新冠肺炎疫情联防联控机制关于科学划分、精准防控等工作要求，经市防控指挥部研判，并经市防控领导小组同意，自2022年1月27日18时起，将天津市河北区望海楼街万福园7号楼调整为​展开全文c,北京日报,01月27日22:57 来自微博weibo.com,https://weibo.com/1893892941?refer_flag=1001030103_,4730386272225313,1893892941,转发微博,2022-01-28 13:33:40,皧篠篠hellokitty
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,柳老贼一家光天化日之下肆无忌惮侵吞国有资产的罪行已经路人皆知，其恶劣程度无异于大白天抢劫银行杀人越货!但至今“相关部门”集体沉默!此贼究竟何方妖孽，居然有如此道法，镇住了一众神仙？ 如果更多中国人每天都问同一个问题，神仙们还憋得住吗？,01月28日 00:04,预备役赤卫队
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,司马老师有机会谈谈“美国离群体免疫还有多远”，一旦那样，我们怎么办,01月27日 22:59,andy宣武
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,以前的理论，突变+大自然筛选生存。高致命的病毒会被淘汰。。。。以前的也许是对的。。。但现在病毒的可传染人群广度比以前大多了，人的交互比以前密集多了。另外药物的普遍使用使得高致死病毒宿主不易死亡。现在高致死病毒已经不会被大自然筛选掉了。。。所以想着随着进化致病性越来越弱是一厢情愿。,01月27日 23:53,我在知道
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,美国疾控中心主任是官员，也就是政客。,01月27日 23:52,珠山人
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,死亡率下降了呀,01月27日 22:57,飞的尼尔斯
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,两相对照咱们中国人民是全球最幸福的公民！感恩祖国感恩党！珍惜！,01月28日 09:16,寂静花开SJH
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,美国统计新冠疫情死亡有一个特点就是你有疾病死亡，正巧又得新冠了，就算是新冠死亡人口，其实假如他不得新冠也会死亡，前国务卿鲍威尔就是这种情况，所以粗看起来美国新冠死亡率这么高，国人不要误解了。,01月28日 01:29,卡美龙
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,美败如山倒,01月27日 22:59,文艺的吃货江小红
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,现在不是渲染疫情的时候，现在是平息疫情的时候。您渲染国外疫情导致的死亡，会反作用于国内，就像当初国外用疫情攻击国内，最后被疫情反噬一样。让疫情结束吧，染上了，喝点中药就可以了。,01月28日 05:58,无尘2022
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,每日必问（一直问到柳賊一家被法办为止）：柳老贼一家光天化日之下肆无忌惮侵吞国有资产的罪行已经路人皆知，其恶劣程度无异于大白天抢劫银行杀人越货 ! 但至今“相关部门”集体沉默 ! 此贼究竟何方妖孽，居然有如此道法，镇住了一众神仙 ？  如果更多中国人每天都问同一个问题，神仙们还憋得住吗？,2022-01-28 00:04:52,预备役赤卫队
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,司马老师有机会谈谈“美国离群体免疫还有多远”，一旦那样，我们怎么办[赞],2022-01-27 22:59:10,andy宣武
司马南：日增确诊再破百万，最高记录每天感染133万人，一天死3000多人！#司马南#司马南频道#新冠疫情#L司马南的微博视频​,司马南,01月27日22:55 来自微博视频号,https://weibo.com/1263406744?refer_flag=1001030103_,4730385881372510,1263406744,比911还厉害[污],2022-01-27 22:58:28,二七丶小岳岳
